PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
83.25,130.8,1.3275,9.2675,6.01,,4.82,1.785,,,,28.465,50.1425,0.63,40.0125,0.0,850.0,177.7,Moderate,Surat
85.4925,149.8,1.3375,9.4125,6.09,,4.9025,2.445,,,,27.82,50.79,0.585,124.4725,0.0,850.0,185.1,Moderate,Surat
104.75,177.8,1.3725,9.2825,6.055,,4.835,2.495,,,,25.995,56.2025,0.34,265.2925,0.0,850.0,249.7,Poor,Surat
92.725,163.0675,1.3625,9.2875,6.0475,,4.6625,2.5025,,,,25.185,61.345,0.2175,155.9675,0.0,850.0,210.0,Poor,Surat
112.75,181.4675,1.345,9.3225,6.0525,,5.1375,2.4125,,,,25.045,63.5325,0.6775,220.865,0.0,850.0,276.1,Poor,Surat
187.75,287.7,1.2325,9.2575,5.9275,,6.0275,2.17,,,,24.4175,66.645,0.5125,209.5475,0.0,850.0,352.6,Very Poor,Surat
238.75,377.9325,1.3725,9.42,6.1225,,5.45,1.905,,,,23.73,68.6325,0.455,182.25,0.0,850.0,391.4,Very Poor,Surat
201.25,300.7325,1.26,9.355,6.0025,,5.555,1.87,,,,23.825,68.88,0.5275,180.075,0.0,850.0,362.9,Very Poor,Surat
215.25,323.5525,1.225,9.4825,6.0375,,5.745,1.85,,,,23.385,70.3675,0.49,193.8475,0.0,850.0,373.5,Very Poor,Surat
206.75,318.275,1.3625,9.355,6.0825,,6.2975,1.68,,,,23.1075,74.0425,1.12,219.225,0.0,850.0,367.1,Very Poor,Surat
200.5,322.525,1.34,9.41,6.095,,10.7725,1.7925,,,,23.0625,74.38,1.275,212.485,39.6025,850.0,362.3,Very Poor,Surat
212.25,352.425,1.205,9.435,6.0,,15.055,1.84,,,,25.2225,67.4725,1.28,225.425,207.0625,850.0,371.3,Very Poor,Surat
199.75,341.4475,1.43,9.425,6.1725,,8.5675,1.42,,,,27.8325,58.0825,1.64,194.275,341.91,850.0,361.7,Very Poor,Surat
146.1675,208.8675,1.3,9.3225,6.015,,7.505,1.315,,,,30.4875,51.03,1.9425,174.5225,431.68,850.0,320.9,Very Poor,Surat
124.25,184.7575,1.345,9.3325,6.0575,,6.445,1.225,,,,32.595,45.84,1.7125,170.695,481.8425,850.0,304.2,Very Poor,Surat
98.25,157.65,1.3925,9.4575,6.16,,5.94,1.09,,,,35.5275,38.3875,1.05,171.8125,445.3575,850.0,228.2,Poor,Surat
87.25,150.525,1.3925,9.375,6.1175,,5.5325,1.075,,,,36.08,40.425,1.2275,207.3,373.585,850.0,190.9,Moderate,Surat
117.0,181.62,1.34,9.24,6.0075,,5.9075,1.19,,,,34.955,48.63,1.15,154.7825,276.2925,850.0,290.1,Poor,Surat
153.8675,219.9,1.3475,9.175,5.9775,,5.185,1.215,,,,34.52,49.67,1.0725,141.1125,169.6675,850.0,326.8,Very Poor,Surat
157.25,225.3675,1.1225,9.36,5.89,,4.6825,1.195,,,,33.3225,52.6775,0.935,117.0575,81.3575,850.0,329.4,Very Poor,Surat
132.2075,186.1675,1.305,9.4075,6.0625,,4.6875,1.2325,,,,31.3975,58.435,0.485,153.1325,27.5675,850.0,310.3,Very Poor,Surat
139.25,174.4925,1.275,9.455,6.0675,,4.7675,1.55,,,,29.04,62.7275,0.5425,155.7975,0.3375,850.0,315.7,Very Poor,Surat
145.5,196.7925,1.255,9.4875,6.0625,,4.705,1.8025,,,,27.6325,64.71,0.3475,202.8925,0.0,850.0,320.4,Very Poor,Surat
140.75,202.1825,1.39,9.5375,6.2025,,4.8125,2.765,,,,27.0425,69.7625,0.5275,184.8175,0.0,850.0,316.8,Very Poor,Surat
161.1425,235.9,1.225,9.52,6.06,,4.8375,3.2,,,,26.655,70.585,0.48,241.43,0.0,850.0,332.3,Very Poor,Surat
164.25,239.69,1.4825,9.4275,6.22,,4.6875,2.5425,,,,25.9675,70.1325,0.285,200.6825,0.0,850.0,334.7,Very Poor,Surat
141.5,198.825,1.375,9.38,6.1075,,4.4975,2.1825,,,,25.545,66.97,0.5275,209.11,0.0,850.0,317.4,Very Poor,Surat
150.5,218.1,1.3625,9.2725,6.0425,,5.2375,2.2825,,,,25.0275,70.21,0.575,207.0375,0.0,850.0,324.2,Very Poor,Surat
219.25,331.6575,1.3625,9.5325,6.18,,5.5775,2.2525,,,,24.595,75.15,0.6,217.8325,0.0,850.0,376.6,Very Poor,Surat
259.6,401.6,1.36,9.4875,6.1525,,4.98,1.8275,,,,23.9825,78.975,0.49,209.9175,0.0,850.0,404.8,Severe,Surat
