PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
115.805,217.6425,14.03,88.4225,57.45,62.4925,8.1525,0.915,29.79,1.3625,2.2975,,82.8275,2.015,61.265,30.7,730.5225,286.2,Poor,Jaipur
182.76,220.61,17.88,80.7,56.5,63.17,8.72,0.9,24.96,2.95,5.13,,87.75,2.1225,58.54,17.8,730.69,348.8,Very Poor,Jaipur
112.1775,222.76,5.9125,71.29,41.985,44.55,13.3925,1.1925,25.9825,3.33,5.4375,,94.4075,2.3425,58.115,18.65,731.3775,274.2,Poor,Jaipur
112.95,220.9225,6.7375,60.0775,36.7875,37.0725,12.3275,0.9375,27.5425,3.9225,6.525,,98.2775,2.52,56.84,19.775,731.865,276.7,Poor,Jaipur
126.3,205.6375,7.45,59.22,36.91,36.9,11.8725,0.73,32.2875,3.56,6.685,,98.2975,2.52,56.84,18.975,732.075,305.8,Very Poor,Jaipur
120.38,175.385,3.6475,47.4,27.6675,26.8725,10.72,0.7675,35.1675,3.5025,6.4625,,98.895,2.305,59.08125,19.1,732.09,301.3,Very Poor,Jaipur
84.37,144.52,2.1975,39.765,22.5475,21.0,8.9275,0.71,35.8,3.13,6.55,,99.9925,2.16,60.19,19.9,732.2175,181.4,Moderate,Jaipur
59.85,132.9325,2.6725,36.87,21.4,19.8975,10.325,0.7775,38.625,1.0375,1.845,,100.0,1.705,66.78,18.275,731.7425,122.7,Moderate,Jaipur
92.26,116.4925,0.56,35.4,19.46,17.5225,8.8025,0.68,36.9425,1.095,1.8925,,99.29,1.6175,61.44,19.925,731.8275,208.5,Poor,Jaipur
91.695,104.22,1.21,34.025,19.09,16.93,9.665,0.72,37.715,1.015,1.905,,98.835,1.58,63.76,19.65,731.94,206.6,Poor,Jaipur
56.32,91.1525,1.79,32.08,18.19,15.875,8.935,0.6875,37.8925,0.9475,1.97,,99.825,1.0975,73.965,17.925,731.9125,94.0,Satisfactory,Jaipur
58.045,87.64,1.635,33.9,19.015,16.695,10.345,0.685,34.745,0.975,2.17,,100.0,1.07,74.93,18.65,731.85,96.8,Satisfactory,Jaipur
59.2525,89.59,1.5075,35.0025,19.4925,17.1025,9.27,0.6075,39.05,1.0025,2.1625,,92.5625,0.725,87.05,18.925,732.32,98.8,Satisfactory,Jaipur
54.235,71.22,2.2425,40.0125,22.5175,19.9675,10.065,0.6575,37.5225,0.9725,2.0,,92.3525,1.4875,63.265,18.7,732.6125,90.6,Satisfactory,Jaipur
50.0175,62.21,4.0975,48.185,28.3375,26.21,8.3625,0.7,32.755,1.025,2.0375,,89.1225,1.7475,66.3825,31.975,732.7525,83.7,Satisfactory,Jaipur
44.4,63.75,15.935,61.695,45.015,42.28,10.42,0.9025,24.0325,1.455,1.6075,,84.585,1.62,70.525,67.675,733.12,77.6,Satisfactory,Jaipur
38.415,86.1625,9.3625,61.6925,39.7425,39.81,10.705,0.9675,32.3875,2.095,2.025,,78.6475,1.67,75.23,208.35,733.48,86.4,Satisfactory,Jaipur
34.2375,88.56,9.6125,64.905,41.62,40.83,10.22,0.9925,36.9225,2.3575,2.1375,,66.455,2.39,64.2275,373.7,733.605,88.8,Satisfactory,Jaipur
34.47,88.53,20.87,77.25,57.09,53.29,9.31,0.96,28.72,1.91,1.89,,62.29,2.58,72.85,432.1,733.47,96.6,Satisfactory,Jaipur
34.47,88.53,20.87,77.25,57.09,53.29,9.31,0.96,28.72,1.91,1.89,,62.29,2.5303571,78.85,432.1,733.47,96.6,Satisfactory,Jaipur
42.03,83.58,8.45,57.225,36.6675,35.92,10.889167,0.705,36.4225,1.4075,1.8,,70.9525,1.885,76.35,155.95,732.4575,83.9,Satisfactory,Jaipur
38.115,93.0975,11.495,65.8775,43.6325,40.3525,11.809584,0.7825,35.965,1.11,1.865,,66.5675,1.2621429,81.355,295.05,731.49,93.2,Satisfactory,Jaipur
47.025,74.515,12.6925,71.39,47.4825,49.87,5.2475,0.6775,39.38,1.0725,1.9225,,62.1425,1.46,87.04,280.225,730.9825,89.5,Satisfactory,Jaipur
38.31,70.81,4.1575,60.32,34.8475,32.8275,11.1975,0.9825,44.9125,1.025,1.71,,61.335,0.9525,76.4125,123.075,731.1125,75.9,Satisfactory,Jaipur
38.31,70.83,4.47,58.7,34.25,31.94,13.55,1.09,45.18,1.06,1.58,,61.31,0.76,63.465,123.1,731.17,73.9,Satisfactory,Jaipur
34.38,109.33,12.23,84.3425,53.87,60.6075,13.7875,1.2475,27.715,2.6475,5.055,,67.7275,1.085,49.0275,20.55,731.57,107.2,Moderate,Jaipur
39.72,115.94,11.38,81.62,51.77,53.33,13.87,1.27,27.55,2.3,5.24,,69.48,1.76,25.4775,20.1,731.95,111.5,Moderate,Jaipur
34.79,112.9,11.95,77.105,49.87,51.31,11.66,0.965,24.46,2.92,6.035,,83.07,1.3,88.38,19.75,732.925,109.5,Moderate,Jaipur
76.24,98.245,5.4875,53.0425,32.1175,34.0025,8.14,0.48,25.175,3.5225,6.4275,,100.0,2.8075,47.7125,19.75,733.125,154.6,Moderate,Jaipur
56.95,73.6175,4.6975,45.57,27.58,26.8075,10.015,0.6825,23.345,3.55,6.61,,100.0,2.2575,44.35,20.825,733.3625,95.0,Satisfactory,Jaipur
50.52,65.43,4.93,43.1,26.48,25.04,10.99,0.75,22.51,3.6,6.75,,100.0,2.04,49.2225,21.5,733.48,84.5,Satisfactory,Jaipur
50.313213,64.796425,2.5,34.615,20.09,18.1625,11.83,0.7225,28.4,0.935,2.0875,,100.0,2.4125,46.505,21.65,733.455,84.2,Satisfactory,Jaipur
47.625,56.56,1.6875,31.5325,17.805,15.73,10.26,0.6175,32.9625,0.9925,2.13,,100.0,3.02,52.085,20.625,732.765,79.8,Satisfactory,Jaipur
44.936787,48.32357,1.5475,29.005,16.39,13.94,9.85,0.63,34.6225,1.0825,2.0675,,100.0,2.5475,54.36,22.275,732.1175,75.4,Satisfactory,Jaipur
40.23,45.3875,1.14,27.9925,15.515,13.14,9.155,0.59,36.31,0.87,1.8925,,97.375,2.5925,58.215,23.65,731.94,67.7,Satisfactory,Jaipur
38.73,44.62,0.89,27.86,15.24,12.87,9.07,0.57,36.81,0.8,1.89,,96.5,2.68,58.9625,23.8,731.92,65.3,Satisfactory,Jaipur
38.308125,43.225,2.1525,31.775,18.325,15.295,10.9625,0.5175,41.955,0.8,1.7175,,79.985,1.8775,65.36,21.65,731.5925,64.6,Satisfactory,Jaipur
36.620625,37.645,2.8425,34.9425,20.5325,18.0075,9.6475,0.625,40.9575,1.025,2.1925,,78.1375,1.7275,74.565,21.25,731.9075,61.8,Satisfactory,Jaipur
32.97,43.72,5.8075,43.875,27.5825,24.1125,8.5425,0.6975,34.065,1.02,2.0375,,84.575,2.0325,66.155,34.2,732.6925,55.9,Satisfactory,Jaipur
31.32,59.3775,6.875,47.39,30.275,27.72,9.21,0.7625,33.7025,1.5525,1.545,,84.3125,2.495,62.675,114.1,733.315,60.2,Satisfactory,Jaipur
31.16,63.87,6.61,47.3,30.01,27.95,9.13,0.77,34.86,1.69,1.49,,82.51,2.59,61.99,150.2,733.48,64.6,Satisfactory,Jaipur
30.703333,63.15917,14.3625,49.45,37.350834,35.031666,9.144167,0.81333333,33.674168,1.67,1.5225,,82.371666,2.374375,65.76813,176.275,733.4792,63.9,Satisfactory,Jaipur
26.136667,56.050835,67.78,76.405,94.27417,97.378334,7.5308332,1.1416667,25.050833,1.1675,1.9875,,78.56084,1.304375,84.65875,398.575,733.3283,95.6,Satisfactory,Jaipur
25.68,66.275,35.59,79.33,69.9875,76.94,7.195,0.8675,37.0175,0.99,2.0175,,69.9275,0.9375,104.80875,462.125,732.7325,99.2,Satisfactory,Jaipur
25.68,70.4075,21.2225,70.8875,54.0575,54.2075,8.01,0.6925,43.73,0.8425,2.0775,,66.355,0.8525,121.180626,381.55,731.8625,88.8,Satisfactory,Jaipur
25.68,79.61,17.58,69.995,50.67,50.12,8.4,0.835,48.44,0.775,1.865,,66.265,0.735,122.44,329.15,731.105,87.7,Satisfactory,Jaipur
25.68,77.365,2.31,39.4525,22.4675,22.52,6.17,0.515,59.29,1.0525,1.805,,66.905,1.5125,165.6925,253.525,730.905,77.8,Satisfactory,Jaipur
25.68,82.05,3.035,37.6825,22.1225,22.2675,6.1075,0.49,58.345,1.1125,1.795,,69.1,1.3725,175.18,123.175,731.0125,82.4,Satisfactory,Jaipur
28.406666,84.885,2.685,53.515,30.04,28.575,5.255,0.735,45.405,1.14,1.815,,72.115,0.855,177.46,70.35,731.155,85.2,Satisfactory,Jaipur
55.673332,96.75,28.87,81.1825,65.5325,49.905,8.985,2.01,18.7725,2.595,4.36,,78.465,0.145,55.785,20.775,731.48,102.2,Moderate,Jaipur
44.87,149.93,111.32,86.59,134.51,129.2975,16.7375,4.72,12.14,3.255,4.6475,,85.2325,0.2025,16.895,21.65,731.795,134.7,Moderate,Jaipur
41.2625,180.145,120.135,92.63,144.735,158.8425,15.2075,3.17,12.27,3.5475,6.215,,88.655,0.295,16.51,21.35,732.02,153.9,Moderate,Jaipur
34.53,230.13,46.65,92.0025,85.48,107.005,14.6925,0.0675,13.36,3.5525,6.73,,88.63,0.9025,47.6825,22.85,732.2075,186.9,Moderate,Jaipur
46.48,209.99,24.555,80.165,61.5775,71.1125,10.6725,0.2925,15.195,3.6275,6.5925,,92.67,0.61,36.17,21.2,732.295,173.6,Moderate,Jaipur
54.18,145.9625,13.94,64.665,44.965,41.445,5.0925,0.4175,16.505,3.765,6.6225,,99.1375,0.02,95.9425,19.275,732.2825,131.3,Moderate,Jaipur
54.18,138.69,65.605,66.765,87.49,87.76,8.515,0.8,11.015,1.015,1.985,,100.0,0.19,52.07,20.65,732.28,126.5,Moderate,Jaipur
42.67,143.015,19.3525,73.5,53.92,59.97,7.8475,0.59,12.6625,0.9825,1.8675,,100.0,0.8025,323.335,19.8,732.1525,129.4,Moderate,Jaipur
53.45,136.06,3.96,58.23,33.6,38.505,9.225,0.595,16.8,0.935,2.19,,100.0,0.31,336.43,19.55,732.05,124.8,Moderate,Jaipur
40.98,136.07,5.0625,55.8875,33.2575,31.87,9.425,0.555,15.8975,1.12,2.0675,,100.0,0.1825,164.75,19.025,731.855,124.8,Moderate,Jaipur
38.56,130.575,5.3,56.7625,33.9025,32.275,9.035,0.63,15.185,0.93,1.965,,100.0,0.1825,313.615,20.2,731.65,121.2,Moderate,Jaipur
36.23,133.245,11.375,60.565,40.765,38.515,7.885,0.785,13.86,1.005,2.125,,100.0,0.565,314.48,19.95,731.75,122.9,Moderate,Jaipur
29.78,142.195,19.5975,60.5475,47.35,47.9275,11.19,0.9025,12.62,0.9175,1.9375,,100.0,0.7325,313.525,19.75,732.36,128.8,Moderate,Jaipur
