PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
55.0,106.75,4.95,59.6,35.725,7.15,15.075,0.9375,33.644444,3.375,10.35,22.35,78.25,0.3,122.5,8.0,751.75,105.5,Moderate,vishakhapattanam
66.5,114.5,7.15,65.625,40.7,9.675,14.675,0.9825,34.4,4.075,15.575,21.95,80.0,0.3,130.5,8.0,752.0,122.4,Moderate,vishakhapattanam
73.75,119.25,5.225,51.75,31.775,9.35,14.15,0.73,34.44091,3.375,13.975,21.425,81.0,0.3,119.75,8.0,752.0,146.4,Moderate,vishakhapattanam
73.0,111.0,7.35,54.925,35.2,12.925,14.15,0.63,34.645454,2.975,12.05,21.075,82.0,0.3,159.5,8.0,752.0,143.9,Moderate,vishakhapattanam
60.5,107.25,2.925,20.05,13.0,14.425,15.95,0.41,34.863636,2.2,7.65,20.75,82.25,0.3,118.75,8.0,751.0,105.8,Moderate,vishakhapattanam
54.0,95.75,3.825,19.875,13.675,12.275,15.625,0.4075,35.081818,2.375,14.55,20.325,83.5,0.3,166.0,8.0,751.0,95.8,Satisfactory,vishakhapattanam
57.0,95.0,3.2,21.225,13.9,12.8,15.0,0.43,35.3,2.225,10.475,20.0,84.0,0.3,192.75,8.0,750.5,95.1,Satisfactory,vishakhapattanam
64.0,94.25,2.6,20.2,12.875,12.1,14.575,0.415,35.51818,2.45,6.05,19.7,84.0,0.3,151.75,8.0,750.0,114.2,Moderate,vishakhapattanam
62.25,92.75,3.6,24.175,15.75,12.075,14.7,0.425,35.68182,2.1,6.375,19.5,84.5,0.3,128.75,8.0,750.0,108.4,Moderate,vishakhapattanam
60.75,99.5,4.75,55.925,33.65,10.375,14.8,0.555,,2.225,4.475,19.15,85.0,0.3,119.75,8.0,750.75,103.5,Moderate,vishakhapattanam
75.0,123.0,18.9,65.5,50.25,7.85,17.65,0.705,,2.725,5.95,19.05,85.0,0.3,180.5,9.25,752.0,150.5,Moderate,vishakhapattanam
