PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
23.25,48.5,2.725,9.55,7.225,28.15,8.0,0.6,19.3075,,0.6,,69.0,1.3,270.5,16.0,,48.5,Good,Chennai
16.25,24.0,2.2,9.125,6.625,22.325,7.2,0.6175,15.1425,,0.375,,68.0,1.525,287.5,31.75,,30.9,Good,Chennai
10.25,23.25,2.175,8.225,6.15,19.1,7.025,0.6225,14.65,,0.225,,69.0,1.8,283.5,59.0,,31.1,Good,Chennai
7.75,11.75,2.975,6.85,6.075,13.575,6.05,0.5325,18.3225,,0.2,,71.25,2.0,297.75,39.0,,26.6,Good,Chennai
7.25,10.5,2.425,7.325,5.875,8.025,5.425,0.53,28.5175,,0.4,,71.75,0.925,303.5,58.5,,28.5,Good,Chennai
9.5,10.5,3.325,11.7,8.925,7.375,5.95,0.5775,17.6375,,0.65,,72.75,1.1,277.0,27.0,,28.9,Good,Chennai
17.75,26.25,4.85,18.4,13.75,8.525,5.8,0.6525,21.8525,,1.025,,72.5,0.7,267.0,50.0,,32.6,Good,Chennai
27.0,65.5,7.125,14.575,13.525,14.275,6.55,0.6725,35.4275,,1.45,,70.75,1.1,280.5,78.0,,66.2,Satisfactory,Chennai
21.0,64.75,6.2,9.175,9.9,28.925,8.05,0.555,63.21,,1.5,,68.75,1.1,283.75,85.75,,65.5,Satisfactory,Chennai
21.0,12.25,6.725,10.525,11.075,22.45,6.825,0.4875,16.7575,,1.2,,68.5,1.8,265.25,118.25,,35.0,Good,Chennai
21.25,14.75,5.625,12.85,11.4,19.275,6.15,0.4975,14.895,,0.85,,69.0,1.45,259.75,45.0,,35.4,Good,Chennai
18.5,30.0,6.675,12.0,11.825,15.5,5.8,0.5825,20.48,,0.625,,71.0,0.7,261.0,18.0,,30.8,Good,Chennai
15.5,34.5,6.85,12.075,12.025,9.275,5.825,0.8775,16.56,,0.9,,73.25,0.6,261.0,15.5,,43.9,Good,Chennai
38.0,39.0,7.475,13.575,13.375,8.0,5.775,0.945,15.3375,,1.35,,72.5,0.9,261.0,16.0,,64.1,Satisfactory,Chennai
38.0,39.0,4.3,8.525,8.0,9.0,5.575,0.6975,15.6825,,0.95,,72.0,2.75,210.0,16.0,,64.1,Satisfactory,Chennai
