PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
0.49,28.65,2.935,4.9125,7.8425,11.085,0.78,0.3775,9.12,0.915,,28.745,81.3275,0.4875,183.2425,9.04,850.0,28.6,Good,Mumbai
7.51,60.35,11.0725,13.09,24.1475,11.155,1.2125,0.5425,7.8275,1.275,,29.74,78.2025,0.6125,192.1175,49.6275,850.0,61.1,Satisfactory,Mumbai
17.36,70.49,31.73,12.055,43.7675,7.7175,1.7175,0.455,7.685,1.1025,,31.605,72.0475,0.6375,195.9725,176.0025,850.0,71.1,Satisfactory,Mumbai
15.1925,99.5,13.8925,6.605,20.49,6.415,1.475,0.4375,9.125,1.105,,32.8175,67.8975,0.8125,208.2975,358.3525,850.0,99.5,Satisfactory,Mumbai
13.1225,82.95,10.3075,5.02,15.3225,6.27,1.215,0.41,9.2675,1.0075,,32.885,67.52,0.91,220.365,526.9675,850.0,83.3,Satisfactory,Mumbai
10.0,56.5,8.0975,6.8175,14.9175,10.0,1.43,0.4025,9.9875,0.9675,,32.54,68.0825,1.17,217.64,621.2575,850.0,57.4,Satisfactory,Mumbai
6.0,36.0,11.36,9.845,21.2225,25.89,1.5275,0.4375,10.6325,0.95,,32.775,68.0725,1.1825,222.8775,700.3225,850.0,36.0,Good,Mumbai
7.8175,68.205,7.7725,7.84,15.6075,19.315,1.4775,0.43,10.1375,1.0275,,33.65,64.77,1.02,213.075,686.74,850.0,68.8,Satisfactory,Mumbai
9.8725,51.055,7.7825,5.835,13.6125,16.19,1.4775,0.4225,10.9475,0.9225,,33.455,64.685,1.125,227.6625,599.15,850.0,52.0,Satisfactory,Mumbai
11.8725,97.36,7.0975,7.2425,14.345,16.4325,0.7525,0.4025,9.04,0.7325,,34.06,64.3225,1.03,233.3575,477.56,850.0,97.4,Satisfactory,Mumbai
19.51,105.6825,7.4425,6.3175,13.7625,11.8275,1.245,0.4425,8.8875,0.615,,33.395,65.4175,1.1075,236.82,331.0525,850.0,104.8,Moderate,Mumbai
12.49,67.165,5.1325,8.7525,13.88,8.4875,1.575,0.43,12.6275,0.7325,,32.135,69.82,1.02,245.08,162.7575,850.0,67.8,Satisfactory,Mumbai
11.06,57.4,6.2125,13.5625,19.7825,14.16,1.5675,0.45,9.975,0.8625,,30.8425,74.2875,0.9675,243.1425,28.8025,850.0,58.3,Satisfactory,Mumbai
12.5,75.0,7.04,15.5,22.54,15.8125,1.765,0.5075,8.9775,0.98,,29.795,78.805,0.9,239.705,4.63,850.0,75.5,Satisfactory,Mumbai
